Alpha,Cd
-25.0,0.37606
-24.0,0.35661
-23.0,0.33762
-22.0,0.32297
-20.0,0.28192
-19.0,0.26428
-18.0,0.24939
-17.0,0.23105
-16.0,0.21348
-15.0,0.19828
-14.0,0.18392
-13.0,0.16663
-12.0,0.1532
-11.0,0.14681
-10.0,0.12636
-9.0,0.12257
-8.0,0.10873
-7.0,0.09755
-6.0,0.08004
-5.0,0.05817
-4.0,0.03868
-3.0,0.02798
-2.0,0.02163
-1.0,0.01778
0.0,0.0148
1.0,0.01481
2.0,0.01523
3.0,0.0166
4.0,0.01883
5.0,0.02174
6.0,0.02459
7.0,0.02926
8.0,0.03715
9.0,0.05122
10.0,0.07346
11.0,0.10427
12.0,0.1324
13.0,0.15266
14.0,0.17019
15.0,0.18934
16.0,0.21196
17.0,0.23559
18.0,0.26015
19.0,0.2835
20.0,0.30968
21.0,0.33359
22.0,0.36274
23.0,0.37537
24.0,0.40016
25.0,0.41892
26.0,0.4408
27.0,0.47119
28.0,0.48729
29.0,0.5112
