Alpha,Cd
-7.0,0.027
-6.0,0.01607
-5.0,0.01034
-4.0,0.0079
-3.0,0.00712
-2.0,0.00696
-1.0,0.00679
0.0,0.0069
1.0,0.007
2.0,0.0069
3.0,0.00637
4.0,0.00696
5.0,0.00762
6.0,0.00959
7.0,0.01156
8.0,0.01482
9.0,0.01808
10.0,0.02368
11.0,0.03333
12.0,0.04945
13.0,0.07129
14.0,0.09615
15.0,0.12189
16.0,0.14804
17.0,0.17451
18.0,0.20267
19.0,0.22901
20.0,0.25636
21.0,0.28269
22.0,0.30655
23.0,0.33298
24.0,0.35381
25.0,0.37123
26.0,0.38826
27.0,0.40182
28.0,0.41821
29.0,0.36478
30.0,0.3839
