Alpha,Cl
-25.0,-0.5131
-24.0,-0.4861
-23.0,-0.4583
-22.0,-0.7927
-21.0,-0.7415
-20.0,-0.6904
-19.0,-0.6382
-18.0,-0.5881
-17.0,-0.5402
-16.0,-0.4957
-15.0,-0.4557
-14.0,-0.4126
-13.0,-0.3811
-12.0,-0.3482
-10.0,-0.3015
-9.0,-0.2705
-8.0,-0.2586
-7.0,-0.2396
-6.0,-0.2493
-5.0,-0.2023
-4.0,-0.0842
-3.0,0.0625
-2.0,0.2132
-1.0,0.3602
0.0,0.4976
1.0,0.6375
2.0,0.7812
3.0,0.9224
4.0,1.08
5.0,1.2164
6.0,1.2952
7.0,1.4038
8.0,1.4879
9.0,1.571
