Alpha,Cl
-25.0,-0.9469
-24.0,-0.8954
-23.0,-0.8422
-22.0,-0.79
-21.0,-0.7401
-20.0,-0.6882
-19.0,-0.6359
-18.0,-0.585
-17.0,-0.5356
-16.0,-0.4887
-15.0,-0.4449
-14.0,-0.4076
-13.0,-0.3687
-12.0,-0.3392
-11.0,-0.3168
-10.0,-0.2665
-9.0,-0.2429
-8.0,-0.2323
-7.0,-0.2132
-6.0,-0.198
-5.0,-0.1714
-4.0,-0.0724
-3.0,0.0677
-2.0,0.2145
-1.0,0.359
1.0,0.6291
2.0,0.7613
3.0,0.9216
4.0,1.0509
5.0,1.1842
6.0,1.2823
7.0,1.3628
8.0,1.4359
9.0,1.5084
10.0,1.5398
