Alpha,Cd
-25.0,0.23971
-24.0,0.22187
-22.0,0.26644
-21.0,0.25301
-20.0,0.23984
-19.0,0.2233
-18.0,0.20411
-17.0,0.18589
-16.0,0.16968
-15.0,0.1388
-14.0,0.06363
-13.0,0.02354
-12.0,0.01599
-11.0,0.01345
-10.0,0.01446
-9.0,0.01471
-8.0,0.01586
-7.0,0.01109
-6.0,0.00868
-5.0,0.00751
-4.0,0.00658
-3.0,0.00641
-2.0,0.00633
-1.0,0.00627
1.0,0.00621
2.0,0.00626
3.0,0.00577
4.0,0.00602
5.0,0.00658
6.0,0.00799
7.0,0.00944
8.0,0.01158
9.0,0.01302
10.0,0.01456
11.0,0.01679
12.0,0.02068
13.0,0.0251
14.0,0.03185
15.0,0.04167
16.0,0.056
17.0,0.07688
18.0,0.10345
19.0,0.13204
20.0,0.15962
21.0,0.18678
22.0,0.2128
23.0,0.23682
24.0,0.25852
25.0,0.2851
27.0,0.35779
28.0,0.37036
30.0,0.33521
