Alpha,Cd
-25.0,0.23578
-24.0,0.22411
-23.0,0.20864
-22.0,0.26219
-21.0,0.25046
-20.0,0.236
-19.0,0.2187
-16.0,0.11543
-15.0,0.02569
-14.0,0.02009
-13.0,0.01601
-12.0,0.01482
-11.0,0.0152
-10.0,0.01564
-9.0,0.01642
-8.0,0.01185
-7.0,0.00969
-6.0,0.00833
-5.0,0.00738
-4.0,0.00686
-3.0,0.00675
-2.0,0.00653
-1.0,0.00643
0.0,0.00625
1.0,0.00603
2.0,0.00586
3.0,0.00575
4.0,0.00628
5.0,0.00672
6.0,0.00767
7.0,0.0095
8.0,0.01096
9.0,0.01294
10.0,0.01458
11.0,0.01625
12.0,0.0187
13.0,0.02267
14.0,0.02811
15.0,0.03453
16.0,0.04376
17.0,0.05633
18.0,0.07351
19.0,0.09583
20.0,0.12194
21.0,0.14942
22.0,0.17762
23.0,0.20718
24.0,0.23765
25.0,0.25447
26.0,0.27729
29.0,0.37034
30.0,0.37842
