alpha	100000	150000	200000	250000	500000	750000	1000000	2000000	3000000	4000000	
-15.0	-0.4398	-0.4419	-0.4487	-0.4369	-0.4411	-0.4361	-0.2274	-0.4449	-0.4502	-0.4557	
-14.0	-0.4081	-0.3976	-0.3931	-0.3977	-0.3933	-0.2222	-0.4028	-0.4076	-0.409	-0.4126	
-13.0	-0.3561	-0.3555	-0.3648	-0.3558	-0.3561	-0.3566	-0.3587	-0.3687	-0.3769	-0.3811	
-12.0	-0.32445	-0.3203	-0.3365	-0.3292	-0.3267	-0.32	-0.3245	-0.3392	-0.3422	-0.3482	
-11.0	-0.2928	-0.3259	-0.2936	-0.2907	-0.2956	-0.2938	-0.3009	-0.3168	-0.3189	-0.32485	
-10.0	-0.2759	-0.2733	-0.2725	-0.2974	-0.2788	-0.2804	-0.2833	-0.2665	-0.281	-0.3015	
-9.0	-0.3213	-0.3158	-0.312	-0.2836	-0.2572	-0.2287	-0.2227	-0.2429	-0.2579	-0.2705	
-8.0	-0.2883	-0.3	-0.2801	-0.2572	-0.1919	-0.1768	-0.1877	-0.2323	-0.2472	-0.2586	
-7.0	-0.3192	-0.2996	-0.2292	-0.1773	-0.1321	-0.158	-0.1809	-0.2132	-0.2452	-0.2396	
-6.0	-0.321	-0.2291	-0.139	-0.1061	-0.1318	-0.1547	-0.1749	-0.198	-0.2228	-0.2493	
-5.0	-0.2749	-0.1565	-0.1045	-0.0935	-0.1137	-0.131	-0.1495	-0.1714	-0.1875	-0.2023	
-4.0	-0.2398	-0.1022	-0.0543	-0.0345	-0.0471	-0.0537	-0.0618	-0.0724	-0.0789	-0.0842	
-3.0	-0.1087	0.0034	0.0599	0.08	0.0811	0.0771	0.0735	0.0677	0.0647	0.0625	
-2.0	0.0224	0.1599	0.2023	0.215	0.2192	0.2166	0.2157	0.2145	0.2139	0.2132	
-1.0	0.2155	0.3057	0.3377	0.3493	0.3587	0.3586	0.3584	0.359	0.35735	0.3602	
0.0	0.4056	0.5132	0.4553	0.4722	0.4928	0.4946	0.4956	0.49405	0.5008	0.4976	
1.0	0.5642	0.6366	0.6606	0.6686	0.6343	0.6209	0.6264	0.6291	0.6332	0.6375	
2.0	0.6879	0.7555	0.7706	0.7747	0.7758	0.7776	0.7536	0.7613	0.7734	0.7812	
3.0	0.8266	0.8722	0.8801	0.8797	0.8762	0.885	0.8944	0.9216	0.9047	0.9224	
4.0	0.9242	0.9891	0.995	0.9935	0.9891	1.0006	1.0134	1.0509	1.0676	1.08	
5.0	1.0243	1.0951	1.1072	1.1033	1.0974	1.1155	1.1336	1.1842	1.2059	1.2164	
6.0	1.0429	1.1864	1.1936	1.1935	1.2026	1.2308	1.2538	1.2823	1.2969	1.2952	
7.0	1.0914	1.2264	1.251	1.2601	1.3005	1.3152	1.3247	1.3628	1.3879	1.4038	
8.0	1.0296	1.2338	1.2812	1.3013	1.339	1.3712	1.3938	1.4359	1.4632	1.4879	
9.0	0.9689	1.2003	1.2868	1.312	1.372	1.4252	1.4608	1.5084	1.5495	1.571	
