0,,,,,,,,,,
-3,0.02685,0.01986,0.01613,0.01373,0.01017,0.00900,0.00840,0.00729,0.00675,0.00635
-2,0.02394,0.01622,0.01306,0.01164,0.00924,0.00847,0.00798,0.00694,0.00653,0.00628
-1,0.01938,0.01327,0.01073,0.00988,0.00830,0.00766,0.00746,0.00681,0.00643,0.00621
0,0.01890,0.01277,0.01029,0.00902,0.00758,0.00691,0.00680,0.00632,0.00625,0.00610
1,0.01850,0.01269,0.01042,0.00921,0.00686,0.00593,0.00569,0.00607,0.00603,0.00602
2,0.01779,0.01276,0.01070,0.00953,0.00721,0.00641,0.00596,0.00535,0.00586,0.00612
3,0.01752,0.01303,0.01111,0.01000,0.00781,0.00705,0.00669,0.00624,0.00575,0.00563
4,0.01766,0.01358,0.01182,0.01079,0.00883,0.00822,0.00779,0.00681,0.00628,0.00588
5,0.01856,0.01479,0.01309,0.01213,0.01010,0.00915,0.00853,0.00728,0.00672,0.00644
6,0.02019,0.01631,0.01459,0.01361,0.01116,0.01000,0.00931,0.00801,0.00767,0.00764
7,0.02187,0.01801,0.01627,0.01514,0.01223,0.01092,0.01023,0.00982,0.00950,0.00909
8,0.02399,0.02005,0.01791,0.01656,0.01350,0.01290,0.01262,0.01143,0.01096,0.01102
9,0.02663,0.02192,0.01965,0.01835,0.01640,0.01542,0.01468,0.01402,0.01294,0.01233
10,0.02942,0.02486,0.02314,0.02206,0.01916,0.01891,0.01814,0.01567,0.01458,0.01379
11,0.03387,0.03008,0.02797,0.02650,0.02439,0.02268,0.02131,0.01818,0.01625,0.01524
12,0.04047,0.03680,0.03429,0.03352,0.03027,0.02832,0.02583,0.02104,0.01870,0.01757
13,0.05130,0.04844,0.04579,0.04424,0.03998,0.03598,0.03436,0.02524,0.02267,0.02082
14,0.06803,0.06424,0.06111,0.05884,0.05526,0.04742,0.04449,0.03162,0.02811,0.02464
15,0.08501,0.08130,0.07840,0.07737,0.07262,0.06535,0.05803,0.04481,0.03453,0.03007
16,0.10330,0.09853,0.09618,0.09548,0.09090,0.08795,0.07642,0.05866,0.04376,0.03783
17,0.13528,0.11691,0.11524,0.11438,0.11132,0.10790,0.09831,0.07619,0.05633,0.04936
18,0.16688,0.14469,0.13741,0.13778,0.13287,0.12899,0.12139,0.09886,0.07351,0.06737
19,0.24196,0.21910,0.16828,0.16918,0.15585,0.15073,0.14448,0.12420,0.09583,0.08776
20,0.25503,0.23871,0.23664,0.22323,0.18247,0.17412,0.16710,0.14928,0.12194,0.11258
,,,,,,,,,,
0.3,,,,,,,,,,
alpha,100000,150000,200000,250000,500000,750000,1000000,2000000,3000000,4000000
-10,0.11802,0.11774,0.09932,0.10857,0.10174,0.09950,0.08647,0.02637,0.01769,0.01446
-9,0.10517,0.10130,0.09003,0.09433,0.08882,0.08286,0.07439,0.02487,0.01809,0.01471
-8,0.10242,0.09684,0.06979,0.08779,0.07034,0.03502,0.02767,0.01630,0.01471,0.01586
-7,0.08938,0.08047,0.07675,0.06615,0.04558,0.02185,0.02027,0.01337,0.01077,0.01109
-6,0.08164,0.06409,0.05233,0.03623,0.02081,0.01611,0.01659,0.01072,0.00898,0.00868
-5,0.06685,0.03709,0.02685,0.02289,0.01528,0.01240,0.01291,0.00878,0.00768,0.00751
-4,0.03616,0.02543,0.01977,0.01728,0.01177,0.01030,0.00960,0.00774,0.00697,0.00658
-3,0.02823,0.02028,0.01648,0.01411,0.01038,0.00924,0.00855,0.00749,0.00681,0.00641
-2,0.02465,0.01724,0.01380,0.01224,0.00955,0.00860,0.00809,0.00704,0.00661,0.00633
-1,0.01977,0.01362,0.01133,0.01039,0.00848,0.00789,0.00763,0.00689,0.00650,0.00627
0,0.01937,0.01287,0.01047,0.00923,0.00726,0.00717,0.00695,0.00647,0.00638,0.00624
1,0.01893,0.01287,0.01063,0.00939,0.00699,0.00606,0.00593,0.00623,0.00620,0.00621
2,0.01818,0.01302,0.01091,0.00974,0.00740,0.00660,0.00615,0.00563,0.00611,0.00626
3,0.01778,0.01330,0.01138,0.01027,0.00809,0.00737,0.00702,0.00642,0.00590,0.00577
4,0.01814,0.01403,0.01227,0.01127,0.00925,0.00856,0.00805,0.00694,0.00640,0.00602
5,0.01941,0.01547,0.01369,0.01270,0.01047,0.00950,0.00884,0.00746,0.00686,0.00658
6,0.02121,0.01709,0.01526,0.01417,0.01158,0.01032,0.00958,0.00832,0.00804,0.00799
7,0.02308,0.01897,0.01702,0.01578,0.01272,0.01142,0.01073,0.01038,0.00992,0.00944
8,0.02549,0.02116,0.01891,0.01744,0.01437,0.01387,0.01345,0.01209,0.01207,0.01158
9,0.02860,0.02331,0.02105,0.01978,0.01773,0.01639,0.01567,0.01477,0.01364,0.01302
10,0.03323,0.02755,0.02562,0.02446,0.02108,0.02073,0.01976,0.01700,0.01561,0.01456
11,0.03785,0.03395,0.03169,0.03007,0.02764,0.02578,0.02413,0.02034,0.01802,0.01679
12,0.04635,0.04302,0.04051,0.03943,0.03582,0.03381,0.03089,0.02479,0.02174,0.02068
13,0.06027,0.05806,0.05504,0.05322,0.04891,0.04518,0.04357,0.03166,0.02883,0.02510
14,0.08024,0.07624,0.07405,0.07104,0.06739,0.06109,0.05850,0.04290,0.03692,0.03185
15,0.10140,0.09524,0.09305,0.09146,0.08923,0.08210,0.07752,0.06353,0.04916,0.04167
16,0.13545,0.11598,0.11270,0.11192,0.10999,0.10601,0.09985,0.08531,0.06663,0.05600
17,0.18108,0.14203,0.13630,0.13500,0.13192,0.12968,0.12305,0.10933,0.08891,0.07688
18,0.21146,0.20021,0.17046,0.16356,0.15633,0.15194,0.14657,0.13417,0.11465,0.10345
19,0.24856,0.22829,0.22141,0.20443,0.18504,0.17613,0.17066,0.15823,0.14068,0.13204
20,0.26104,0.26082,0.24498,0.24771,0.22497,0.20392,0.19657,0.18232,0.16647,0.15962
,,,,,,,,,,
0.4,,,,,,,,,,
alpha,100000,150000,200000,250000,500000,750000,1000000,2000000,3000000,4000000
-10,0.12369,0.11618,0.11358,0.11243,0.10658,0.10449,0.09448,0.08938,0.07874,0.03417
-9,0.10841,0.10503,0.10441,0.09909,0.09418,0.08888,0.08334,0.03284,0.03219,0.02198
-8,0.09936,0.10200,0.09819,0.09234,0.07760,0.06490,0.06187,0.02380,0.02298,0.01900
-7,0.09462,0.08934,0.08087,0.07234,0.03890,0.02973,0.02773,0.01777,0.01364,0.01413
