x,Curve1
3.0839,157.788
3.8546,158.588
5.0648,159.553
7.105,160.799
8.5214,161.415
9.7662,161.762
10.8281,162.088
12.0359,162.288
13.3289,162.437
16.2319,162.729
19.6098,162.791
25.9872,162.772
28.3277,162.532
31.7163,162.124
35.6902,161.681
38.3594,161.287
40.907,160.968
43.4301,160.651
46.4893,160.175
50.036,159.616
