x,Curve1
2.8955,163.937
3.6788,164.86
4.6572,165.805
6.1604,166.912
7.6872,167.748
8.6151,168.101
9.9085,168.374
11.1037,168.451
13.2499,168.485
15.774,168.464
19.0172,168.33
21.7847,168.181
24.9176,167.876
27.8186,167.502
30.7802,167.004
34.9119,166.336
38.2511,165.707
42.2361,164.942
46.0265,164.305
49.6704,163.646
