x,Curve1
3.0545,157.067
5.5231,153.992
7.8676,151.979
10.1767,150.551
12.7389,149.299
14.8554,148.426
16.795,147.745
19.1339,147.002
21.2307,146.444
23.2699,145.947
26.2689,145.192
29.2834,144.333
31.901,143.688
34.6008,143.072
36.8119,142.593
39.5987,142.055
42.2693,141.536
44.6738,141.105
47.3637,140.644
49.8214,140.271
