x,Curve1
3.115,157.829
4.8298,155.825
6.5131,154.39
8.1885,153.187
10.0711,152.075
11.9073,151.132
13.9126,150.174
16.0636,149.278
18.1531,148.443
20.2502,147.715
22.6083,146.987
24.3672,146.492
26.6791,145.856
28.6914,145.406
30.7498,144.879
33.7145,144.166
35.9802,143.653
38.5377,143.079
43.5299,141.962
49.8199,140.749
