x,Curve1
3.0987,158.447
5.8262,155.778
8.3024,154.222
10.4308,153.033
13.8333,151.463
16.4186,150.42
19.6988,149.204
22.4788,148.368
24.9904,147.741
27.7275,147.039
29.9952,146.497
32.653,145.906
35.1217,145.462
37.371,145.079
39.7178,144.61
41.4856,144.241
43.4727,143.895
45.466,143.525
47.7213,143.142
49.7327,142.845
