x,Curve1
2.9959,167.522
4.1587,168.465
5.6981,169.432
7.0595,170.029
8.3279,170.316
9.5111,170.388
11.0856,170.312
13.1126,169.995
15.2699,169.583
18.3946,169.012
22.5015,168.097
25.8635,167.274
28.7494,166.49
31.4356,165.725
33.1241,165.228
36.2171,164.363
38.6424,163.681
41.221,162.887
44.5748,161.862
50.1544,160.236
