x,Curve1
2.8512,165.394
3.8109,164.216
5.0021,162.96
6.8507,161.396
9.2723,159.747
11.6096,158.495
14.0445,157.216
16.0417,156.365
18.7091,155.378
22.2788,154.375
25.5564,153.525
28.5786,152.927
31.8809,152.2
35.5492,151.515
38.4007,150.92
41.143,150.475
43.032,150.144
45.2504,149.832
47.7855,149.44
50.1743,149.05
