x,Curve1
2.9903,168.206
4.1311,166.957
5.326,165.862
6.8744,164.761
8.4457,163.66
10.1169,162.556
12.2028,161.398
14.2503,160.257
16.3294,159.395
18.2553,158.691
20.4196,158.045
23.5277,157.086
26.5978,156.268
30.2597,155.532
34.6053,154.799
38.4518,154.138
41.7762,153.548
44.8013,153.088
47.4504,152.729
50.1379,152.369
