x,Curve1
2.7969,164.915
3.5196,163.883
4.532,162.65
5.7284,161.433
7.5433,159.93
9.0983,158.883
11.1951,157.787
12.9733,156.931
15.8733,155.801
17.8358,155.079
19.8274,154.377
22.2054,153.451
24.9706,152.558
28.2103,151.715
31.7791,150.905
35.3196,150.331
39.0342,149.754
42.865,149.154
46.6187,148.655
50.2368,148.138
