x,Curve1
2.9784,153.415
5.0102,153.286
6.6284,152.662
8.2189,151.758
9.4656,150.896
11.6642,149.168
13.591,147.724
15.4803,146.351
17.6433,145.075
20.3317,143.758
23.0119,142.624
25.5622,141.645
27.4427,141.056
29.023,140.578
31.0688,139.947
33.0833,139.388
35.8314,138.735
38.4084,138.1
44.0748,136.849
49.7633,135.808
