Alpha,Cl
-7.0,-0.3915
-6.0,-0.3161
-5.0,-0.2022
-4.0,-0.0722
-3.0,0.0632
-2.0,0.1991
-1.0,0.3321
0.0,0.4635
1.0,0.5856
2.0,0.7114
3.0,0.8286
4.0,0.9884
5.0,1.1115
6.0,1.2126
7.0,1.3095
8.0,1.3801
9.0,1.4658
10.0,1.5255
11.0,1.5458
12.0,1.5112
13.0,1.441
14.0,1.3593
15.0,1.2854
16.0,1.2285
17.0,1.1876
18.0,1.1571
19.0,1.1501
20.0,1.1537
21.0,1.1717
22.0,1.2009
23.0,1.2343
24.0,1.2709
25.0,1.3116
26.0,1.3541
27.0,1.3914
28.0,1.4306
29.0,0.8517
30.0,0.8607
