x,Curve1
3.1233,160.352
5.1951,158.124
7.4719,156.416
9.7961,154.955
11.8609,153.854
14.1457,152.833
16.1232,151.976
18.2225,151.22
20.4205,150.369
22.7643,149.693
25.4027,148.926
27.9547,148.28
30.0526,147.745
32.4939,147.169
34.9597,146.57
37.5236,145.973
39.4498,145.482
41.6208,145.022
45.1046,144.228
49.2009,143.425
