x,Curve1
3.0236,169.045
3.9853,169.51
5.1539,169.846
6.537,169.96
7.804,169.813
9.1783,169.585
10.5598,169.171
12.5468,168.358
14.4565,167.374
16.9806,166.333
19.7038,165.101
22.381,163.901
24.3292,162.948
26.4082,162.039
29.1398,161.056
31.4958,160.298
33.6679,159.714
37.1838,158.981
42.4428,158.014
49.967,156.772
