x,Curve1
3.0644,151.886
4.4933,149.672
6.0803,147.739
8.0939,145.756
9.973,144.079
11.8821,142.829
13.864,141.812
15.8822,140.989
18.0343,140.264
20.1438,139.54
22.485,138.778
24.4236,138.2
26.8011,137.646
29.0381,137.227
31.6105,136.696
33.9573,136.289
36.231,135.857
38.5167,135.547
41.54,135.065
49.9167,133.784
