x,Curve1
3.2509,160.933
5.8044,158.37
8.0798,156.754
10.0027,155.537
11.9251,154.399
13.7874,153.551
15.767,152.589
17.9699,151.691
19.9775,150.924
22.9972,149.989
25.8306,149.322
28.712,148.753
31.2337,148.174
33.8528,147.56
36.4519,147.042
38.9146,146.579
41.6598,146.007
44.463,145.514
46.9936,145.052
49.3099,144.683
