x,Curve1
3.0533,166.199
4.3551,164.87
6.5771,163.025
8.4781,161.684
10.4561,160.435
12.5111,159.247
14.2749,158.282
16.899,157.27
19.0631,156.577
21.9795,155.715
24.4815,155.016
27.3832,154.372
30.2544,153.791
33.4633,153.141
36.4269,152.62
39.2216,152.165
41.9395,151.71
44.458,151.353
47.3759,150.989
50.0787,150.597
