x,Curve1
3.0699,161.709
4.507,161.117
6.4046,159.924
8.0423,158.598
10.151,157.09
12.2057,155.611
14.721,154.195
17.7051,152.813
20.1845,151.86
22.8247,150.974
26.2965,149.997
29.3112,149.312
33.1352,148.472
35.8022,147.942
38.2299,147.481
40.3338,147.099
42.7147,146.698
45.034,146.309
46.7831,146.006
49.2025,145.606
