x,Curve1
2.9188,151.241
5.6034,148.273
8.2538,145.838
10.9725,143.597
13.6404,141.447
16.2117,139.945
18.6769,138.756
21.5085,137.576
24.4394,136.577
26.5503,135.889
29.2128,135.239
31.8285,134.649
33.9065,134.284
36.0531,133.823
38.4522,133.417
41.1722,133.009
43.5123,132.699
45.5802,132.391
47.3856,132.087
48.8452,131.9
