x,Curve1
3.1264,162.159
5.2604,159.772
7.6063,157.701
9.5584,156.45
11.2624,155.373
13.4905,154.194
15.3151,153.338
17.2627,152.488
19.7037,151.532
23.5934,150.325
26.5249,149.512
29.1931,148.875
32.1229,148.217
35.2841,147.505
37.9204,146.959
40.402,146.5
42.3752,146.113
44.5332,145.703
46.9833,145.304
49.1256,144.924
