x,Curve1
3.0991,158.104
5.5705,155.595
7.9433,153.844
9.9742,152.704
12.1695,151.576
14.0109,150.779
15.9621,149.944
18.8216,148.925
20.9006,148.225
23.2294,147.573
25.4667,146.946
27.7466,146.441
30.5872,145.837
32.4648,145.369
34.5922,144.925
36.7379,144.494
39.225,143.976
41.9619,143.507
45.1377,142.927
49.7274,142.258
