x,Curve1
2.9624,163.081
4.6202,162.214
6.1654,161.049
7.7483,159.787
9.6892,158.171
11.7514,156.634
13.2024,155.698
16.2573,154.358
19.2665,153.286
22.4342,152.22
25.9369,151.229
29.1739,150.521
31.9945,149.932
34.3563,149.436
36.5332,149.091
38.4236,148.723
41.3606,148.112
44.0122,147.582
47.2721,146.983
50.3852,146.439
