x,Curve1
3.0236,169.045
4.1449,168.947
5.3038,168.615
6.3242,168.207
7.3825,167.628
8.3486,167.066
9.6903,166.202
11.5147,164.956
13.3163,163.788
16.706,161.969
18.6774,161.062
21.2167,159.989
24.0178,159.098
26.8882,158.252
30.3195,157.474
33.252,156.861
37.0832,156.215
40.6225,155.591
45.437,154.974
50.0212,154.392
