x,Curve1
3.0303,163.537
4.9148,161.393
6.7152,159.829
8.5311,158.615
10.0917,157.703
11.8072,156.797
14.1836,155.722
16.3257,154.794
18.3886,154.018
20.9565,153.145
23.7753,152.36
26.3414,151.643
29.1198,151.011
31.5102,150.404
33.7836,149.87
35.8615,149.483
38.1736,148.951
40.7961,148.391
44.4281,147.676
50.4092,146.586
