x,Curve1
2.9474,155.321
4.7188,153.388
6.4186,151.809
8.3112,150.251
10.362,148.688
12.2689,147.3
14.0204,146.1
15.6344,145.284
16.9965,144.654
19.2283,143.761
21.4634,142.953
23.7749,142.285
25.9663,141.677
28.358,141.135
30.664,140.723
33.0666,140.282
35.0831,139.9
37.6437,139.487
41.0811,138.925
48.8667,137.772
