x,Curve1
3.2185,160.713
6.5651,157.399
9.1755,155.672
11.1562,154.535
13.5153,153.524
15.6598,152.625
18.4376,151.528
21.1853,150.566
23.0654,149.971
25.6556,149.317
27.9342,148.752
30.5737,147.982
33.154,147.367
36.1722,146.684
38.7429,146.049
40.7972,145.576
42.9782,145.067
45.1003,144.654
47.1153,144.257
49.2569,143.825
